key,tipo,id,produto,reg,ano,quantidade
15-25,DERIVADOS,25,Mosto concentrado,ANALITICO,1977,0
15-26,DERIVADOS,26,Mosto de uva com bagaço,ANALITICO,1977,0
15-27,DERIVADOS,27,Mosto dessulfitado,ANALITICO,1977,0
15-28,DERIVADOS,28,Mistelas,ANALITICO,1977,553200
15-29,DERIVADOS,29,Néctar de uva,ANALITICO,1977,0
15-30,DERIVADOS,30,Licorosos,ANALITICO,1977,525000
15-31,DERIVADOS,31,Compostos,ANALITICO,1977,0
15-32,DERIVADOS,32,Jeropiga,ANALITICO,1977,12500
15-33,DERIVADOS,33,Filtrado,ANALITICO,1977,0
15-34,DERIVADOS,34,Frisante,ANALITICO,1977,0
15-35,DERIVADOS,35,Vinho leve,ANALITICO,1977,0
15-36,DERIVADOS,36,Vinho licoroso,ANALITICO,1977,0
15-37,DERIVADOS,37,Brandy,ANALITICO,1977,0
15-38,DERIVADOS,38,Destilado,ANALITICO,1977,0
15-39,DERIVADOS,39,Bagaceira,ANALITICO,1977,828000
15-40,DERIVADOS,40,Licor de bagaceira,ANALITICO,1977,0
15-41,DERIVADOS,41,Vinagre,ANALITICO,1977,0
15-42,DERIVADOS,42,Borra líquida,ANALITICO,1977,0
15-43,DERIVADOS,43,Borra seca,ANALITICO,1977,0
15-44,DERIVADOS,44,Vinho Composto,ANALITICO,1977,0
15-45,DERIVADOS,45,Pisco,ANALITICO,1977,0
15-46,DERIVADOS,46,Vinho orgânico,ANALITICO,1977,0
15-47,DERIVADOS,47,Espumante orgânico,ANALITICO,1977,0
15-48,DERIVADOS,48,Destilado alcoólico simples de bagaceira ,ANALITICO,1977,0
15-49,DERIVADOS,49,Vinho acidificado ,ANALITICO,1977,0
15-50,DERIVADOS,50,Mosto parcialmente fermentado ,ANALITICO,1977,0
15-51,DERIVADOS,51,Outros derivados,ANALITICO,1977,0
1-1,VINHO DE MESA,1,VINHO DE MESA,SINTETICO,1978,200053669
1-2,VINHO DE MESA,2,Tinto,ANALITICO,1978,162917363
1-3,VINHO DE MESA,3,Branco,ANALITICO,1978,5079748
1-4,VINHO DE MESA,4,Rosado,ANALITICO,1978,32056558
5-5,VINHO FINO DE MESA (VINÍFERA),5,VINHO FINO DE MESA (VINÍFERA),SINTETICO,1978,36750933
5-6,VINHO FINO DE MESA (VINÍFERA),6,Tinto,ANALITICO,1978,15000671
5-7,VINHO FINO DE MESA (VINÍFERA),7,Branco,ANALITICO,1978,17640081
5-8,VINHO FINO DE MESA (VINÍFERA),8,Rosado,ANALITICO,1978,4110181
9-9,SUCO,9,SUCO,SINTETICO,1978,0
9-10,SUCO,10,Suco de uva integral,ANALITICO,1978,0
9-11,SUCO,11,Suco de uva concentrado,ANALITICO,1978,0
9-12,SUCO,12,Suco de uva adoçado,ANALITICO,1978,0
9-13,SUCO,13,Suco de uva orgânico,ANALITICO,1978,0
9-14,SUCO,14,Suco de uva reconstituído,ANALITICO,1978,0
15-15,DERIVADOS,15,DERIVADOS,SINTETICO,1978,41607777
15-16,DERIVADOS,16,Espumante,ANALITICO,1978,0
15-17,DERIVADOS,17,Espumante moscatel,ANALITICO,1978,0
15-18,DERIVADOS,18,Base espumante,ANALITICO,1978,0
15-19,DERIVADOS,19,Base espumante moscatel,ANALITICO,1978,0
15-20,DERIVADOS,20,Base Champenoise champanha,ANALITICO,1978,0
15-21,DERIVADOS,21,Base Charmat champanha,ANALITICO,1978,0
15-22,DERIVADOS,22,Bebida de uva,ANALITICO,1978,0
15-23,DERIVADOS,23,Polpa de uva,ANALITICO,1978,0
15-24,DERIVADOS,24,Mosto simples,ANALITICO,1978,40052456
15-25,DERIVADOS,25,Mosto concentrado,ANALITICO,1978,0
15-26,DERIVADOS,26,Mosto de uva com bagaço,ANALITICO,1978,0
15-27,DERIVADOS,27,Mosto dessulfitado,ANALITICO,1978,0
15-28,DERIVADOS,28,Mistelas,ANALITICO,1978,242150
15-29,DERIVADOS,29,Néctar de uva,ANALITICO,1978,0
15-30,DERIVADOS,30,Licorosos,ANALITICO,1978,479971
15-31,DERIVADOS,31,Compostos,ANALITICO,1978,75000
15-32,DERIVADOS,32,Jeropiga,ANALITICO,1978,60000
15-33,DERIVADOS,33,Filtrado,ANALITICO,1978,0
15-34,DERIVADOS,34,Frisante,ANALITICO,1978,0
15-35,DERIVADOS,35,Vinho leve,ANALITICO,1978,0
15-36,DERIVADOS,36,Vinho licoroso,ANALITICO,1978,0
15-37,DERIVADOS,37,Brandy,ANALITICO,1978,0
15-38,DERIVADOS,38,Destilado,ANALITICO,1978,0
15-39,DERIVADOS,39,Bagaceira,ANALITICO,1978,698200
15-40,DERIVADOS,40,Licor de bagaceira,ANALITICO,1978,0
15-41,DERIVADOS,41,Vinagre,ANALITICO,1978,0
15-42,DERIVADOS,42,Borra líquida,ANALITICO,1978,0
15-43,DERIVADOS,43,Borra seca,ANALITICO,1978,0
15-44,DERIVADOS,44,Vinho Composto,ANALITICO,1978,0
15-45,DERIVADOS,45,Pisco,ANALITICO,1978,0
15-46,DERIVADOS,46,Vinho orgânico,ANALITICO,1978,0
15-47,DERIVADOS,47,Espumante orgânico,ANALITICO,1978,0
15-48,DERIVADOS,48,Destilado alcoólico simples de bagaceira ,ANALITICO,1978,0
15-49,DERIVADOS,49,Vinho acidificado ,ANALITICO,1978,0
15-50,DERIVADOS,50,Mosto parcialmente fermentado ,ANALITICO,1978,0
15-51,DERIVADOS,51,Outros derivados,ANALITICO,1978,0
1-1,VINHO DE MESA,1,VINHO DE MESA,SINTETICO,1979,211252982
1-2,VINHO DE MESA,2,Tinto,ANALITICO,1979,154736439
1-3,VINHO DE MESA,3,Branco,ANALITICO,1979,7146395
1-4,VINHO DE MESA,4,Rosado,ANALITICO,1979,49370148
5-5,VINHO FINO DE MESA (VINÍFERA),5,VINHO FINO DE MESA (VINÍFERA),SINTETICO,1979,46129710
5-6,VINHO FINO DE MESA (VINÍFERA),6,Tinto,ANALITICO,1979,14356453
5-7,VINHO FINO DE MESA (VINÍFERA),7,Branco,ANALITICO,1979,25727132
5-8,VINHO FINO DE MESA (VINÍFERA),8,Rosado,ANALITICO,1979,6046125
9-9,SUCO,9,SUCO,SINTETICO,1979,0
9-10,SUCO,10,Suco de uva integral,ANALITICO,1979,0
9-11,SUCO,11,Suco de uva concentrado,ANALITICO,1979,0
9-12,SUCO,12,Suco de uva adoçado,ANALITICO,1979,0
9-13,SUCO,13,Suco de uva orgânico,ANALITICO,1979,0
9-14,SUCO,14,Suco de uva reconstituído,ANALITICO,1979,0
15-15,DERIVADOS,15,DERIVADOS,SINTETICO,1979,35370846
15-16,DERIVADOS,16,Espumante,ANALITICO,1979,0
15-17,DERIVADOS,17,Espumante moscatel,ANALITICO,1979,0
15-18,DERIVADOS,18,Base espumante,ANALITICO,1979,0
15-19,DERIVADOS,19,Base espumante moscatel,ANALITICO,1979,0
15-20,DERIVADOS,20,Base Champenoise champanha,ANALITICO,1979,0
15-21,DERIVADOS,21,Base Charmat champanha,ANALITICO,1979,0
15-22,DERIVADOS,22,Bebida de uva,ANALITICO,1979,0
15-23,DERIVADOS,23,Polpa de uva,ANALITICO,1979,0
15-24,DERIVADOS,24,Mosto simples,ANALITICO,1979,34318456
15-25,DERIVADOS,25,Mosto concentrado,ANALITICO,1979,0
15-26,DERIVADOS,26,Mosto de uva com bagaço,ANALITICO,1979,0
15-27,DERIVADOS,27,Mosto dessulfitado,ANALITICO,1979,0
15-28,DERIVADOS,28,Mistelas,ANALITICO,1979,60300
15-29,DERIVADOS,29,Néctar de uva,ANALITICO,1979,0
15-30,DERIVADOS,30,Licorosos,ANALITICO,1979,34000
15-31,DERIVADOS,31,Compostos,ANALITICO,1979,0
15-32,DERIVADOS,32,Jeropiga,ANALITICO,1979,20000
15-33,DERIVADOS,33,Filtrado,ANALITICO,1979,0
15-34,DERIVADOS,34,Frisante,ANALITICO,1979,0
15-35,DERIVADOS,35,Vinho leve,ANALITICO,1979,0
15-36,DERIVADOS,36,Vinho licoroso,ANALITICO,1979,0
15-37,DERIVADOS,37,Brandy,ANALITICO,1979,0
15-38,DERIVADOS,38,Destilado,ANALITICO,1979,0
15-39,DERIVADOS,39,Bagaceira,ANALITICO,1979,938090
15-40,DERIVADOS,40,Licor de bagaceira,ANALITICO,1979,0
15-41,DERIVADOS,41,Vinagre,ANALITICO,1979,0
15-42,DERIVADOS,42,Borra líquida,ANALITICO,1979,0
15-43,DERIVADOS,43,Borra seca,ANALITICO,1979,0
15-44,DERIVADOS,44,Vinho Composto,ANALITICO,1979,0
15-45,DERIVADOS,45,Pisco,ANALITICO,1979,0
15-46,DERIVADOS,46,Vinho orgânico,ANALITICO,1979,0
15-47,DERIVADOS,47,Espumante orgânico,ANALITICO,1979,0
15-48,DERIVADOS,48,Destilado alcoólico simples de bagaceira ,ANALITICO,1979,0
15-49,DERIVADOS,49,Vinho acidificado ,ANALITICO,1979,0
15-50,DERIVADOS,50,Mosto parcialmente fermentado ,ANALITICO,1979,0
15-51,DERIVADOS,51,Outros derivados,ANALITICO,1979,0
1-1,VINHO DE MESA,1,VINHO DE MESA,SINTETICO,1980,130308185
1-2,VINHO DE MESA,2,Tinto,ANALITICO,1980,101659755
1-3,VINHO DE MESA,3,Branco,ANALITICO,1980,5363452
1-4,VINHO DE MESA,4,Rosado,ANALITICO,1980,23284978
5-5,VINHO FINO DE MESA (VINÍFERA),5,VINHO FINO DE MESA (VINÍFERA),SINTETICO,1980,31740663
5-6,VINHO FINO DE MESA (VINÍFERA),6,Tinto,ANALITICO,1980,9296741
5-7,VINHO FINO DE MESA (VINÍFERA),7,Branco,ANALITICO,1980,19326572
5-8,VINHO FINO DE MESA (VINÍFERA),8,Rosado,ANALITICO,1980,3117350
9-9,SUCO,9,SUCO,SINTETICO,1980,0
9-10,SUCO,10,Suco de uva integral,ANALITICO,1980,0
9-11,SUCO,11,Suco de uva concentrado,ANALITICO,1980,0
9-12,SUCO,12,Suco de uva adoçado,ANALITICO,1980,0
9-13,SUCO,13,Suco de uva orgânico,ANALITICO,1980,0
9-14,SUCO,14,Suco de uva reconstituído,ANALITICO,1980,0
15-15,DERIVADOS,15,DERIVADOS,SINTETICO,1980,37553414
15-16,DERIVADOS,16,Espumante,ANALITICO,1980,0
15-17,DERIVADOS,17,Espumante moscatel,ANALITICO,1980,0
15-18,DERIVADOS,18,Base espumante,ANALITICO,1980,0
15-19,DERIVADOS,19,Base espumante moscatel,ANALITICO,1980,0
15-20,DERIVADOS,20,Base Champenoise champanha,ANALITICO,1980,0
15-21,DERIVADOS,21,Base Charmat champanha,ANALITICO,1980,0
15-22,DERIVADOS,22,Bebida de uva,ANALITICO,1980,0
15-23,DERIVADOS,23,Polpa de uva,ANALITICO,1980,0
15-24,DERIVADOS,24,Mosto simples,ANALITICO,1980,37553414
15-25,DERIVADOS,25,Mosto concentrado,ANALITICO,1980,0
15-26,DERIVADOS,26,Mosto de uva com bagaço,ANALITICO,1980,0
15-27,DERIVADOS,27,Mosto dessulfitado,ANALITICO,1980,0
15-28,DERIVADOS,28,Mistelas,ANALITICO,1980,0
15-29,DERIVADOS,29,Néctar de uva,ANALITICO,1980,0
15-30,DERIVADOS,30,Licorosos,ANALITICO,1980,0
15-31,DERIVADOS,31,Compostos,ANALITICO,1980,0
15-32,DERIVADOS,32,Jeropiga,ANALITICO,1980,0
15-33,DERIVADOS,33,Filtrado,ANALITICO,1980,0
15-34,DERIVADOS,34,Frisante,ANALITICO,1980,0
15-35,DERIVADOS,35,Vinho leve,ANALITICO,1980,0
15-36,DERIVADOS,36,Vinho licoroso,ANALITICO,1980,0
15-37,DERIVADOS,37,Brandy,ANALITICO,1980,0
15-38,DERIVADOS,38,Destilado,ANALITICO,1980,0
15-39,DERIVADOS,39,Bagaceira,ANALITICO,1980,0
15-40,DERIVADOS,40,Licor de bagaceira,ANALITICO,1980,0
15-41,DERIVADOS,41,Vinagre,ANALITICO,1980,0
15-42,DERIVADOS,42,Borra líquida,ANALITICO,1980,0
15-43,DERIVADOS,43,Borra seca,ANALITICO,1980,0
15-44,DERIVADOS,44,Vinho Composto,ANALITICO,1980,0
15-45,DERIVADOS,45,Pisco,ANALITICO,1980,0
15-46,DERIVADOS,46,Vinho orgânico,ANALITICO,1980,0
15-47,DERIVADOS,47,Espumante orgânico,ANALITICO,1980,0
15-48,DERIVADOS,48,Destilado alcoólico simples de bagaceira ,ANALITICO,1980,0
15-49,DERIVADOS,49,Vinho acidificado ,ANALITICO,1980,0
15-50,DERIVADOS,50,Mosto parcialmente fermentado ,ANALITICO,1980,0
15-51,DERIVADOS,51,Outros derivados,ANALITICO,1980,0
1-1,VINHO DE MESA,1,VINHO DE MESA,SINTETICO,1981,186129728
1-2,VINHO DE MESA,2,Tinto,ANALITICO,1981,134156175
1-3,VINHO DE MESA,3,Branco,ANALITICO,1981,12547739
1-4,VINHO DE MESA,4,Rosado,ANALITICO,1981,39425814
5-5,VINHO FINO DE MESA (VINÍFERA),5,VINHO FINO DE MESA (VINÍFERA),SINTETICO,1981,49348047
5-6,VINHO FINO DE MESA (VINÍFERA),6,Tinto,ANALITICO,1981,16036963
5-7,VINHO FINO DE MESA (VINÍFERA),7,Branco,ANALITICO,1981,27528276
5-8,VINHO FINO DE MESA (VINÍFERA),8,Rosado,ANALITICO,1981,5782808
9-9,SUCO,9,SUCO,SINTETICO,1981,0
9-10,SUCO,10,Suco de uva integral,ANALITICO,1981,0
9-11,SUCO,11,Suco de uva concentrado,ANALITICO,1981,0
9-12,SUCO,12,Suco de uva adoçado,ANALITICO,1981,0
9-13,SUCO,13,Suco de uva orgânico,ANALITICO,1981,0
9-14,SUCO,14,Suco de uva reconstituído,ANALITICO,1981,0
15-15,DERIVADOS,15,DERIVADOS,SINTETICO,1981,52530037
15-16,DERIVADOS,16,Espumante,ANALITICO,1981,0
15-17,DERIVADOS,17,Espumante moscatel,ANALITICO,1981,0
15-18,DERIVADOS,18,Base espumante,ANALITICO,1981,0
15-19,DERIVADOS,19,Base espumante moscatel,ANALITICO,1981,0
15-20,DERIVADOS,20,Base Champenoise champanha,ANALITICO,1981,0
15-21,DERIVADOS,21,Base Charmat champanha,ANALITICO,1981,0
15-22,DERIVADOS,22,Bebida de uva,ANALITICO,1981,0
15-23,DERIVADOS,23,Polpa de uva,ANALITICO,1981,0
15-24,DERIVADOS,24,Mosto simples,ANALITICO,1981,48762185
15-25,DERIVADOS,25,Mosto concentrado,ANALITICO,1981,0
15-26,DERIVADOS,26,Mosto de uva com bagaço,ANALITICO,1981,0
15-27,DERIVADOS,27,Mosto dessulfitado,ANALITICO,1981,0
15-28,DERIVADOS,28,Mistelas,ANALITICO,1981,0
15-29,DERIVADOS,29,Néctar de uva,ANALITICO,1981,0
15-30,DERIVADOS,30,Licorosos,ANALITICO,1981,0
15-31,DERIVADOS,31,Compostos,ANALITICO,1981,0
15-32,DERIVADOS,32,Jeropiga,ANALITICO,1981,0
15-33,DERIVADOS,33,Filtrado,ANALITICO,1981,0
15-34,DERIVADOS,34,Frisante,ANALITICO,1981,0
15-35,DERIVADOS,35,Vinho leve,ANALITICO,1981,0
15-36,DERIVADOS,36,Vinho licoroso,ANALITICO,1981,0
15-37,DERIVADOS,37,Brandy,ANALITICO,1981,0
15-38,DERIVADOS,38,Destilado,ANALITICO,1981,0
15-39,DERIVADOS,39,Bagaceira,ANALITICO,1981,0
15-40,DERIVADOS,40,Licor de bagaceira,ANALITICO,1981,0
15-41,DERIVADOS,41,Vinagre,ANALITICO,1981,0
15-42,DERIVADOS,42,Borra líquida,ANALITICO,1981,3767852
15-43,DERIVADOS,43,Borra seca,ANALITICO,1981,0
15-44,DERIVADOS,44,Vinho Composto,ANALITICO,1981,0
15-45,DERIVADOS,45,Pisco,ANALITICO,1981,0
15-46,DERIVADOS,46,Vinho orgânico,ANALITICO,1981,0
15-47,DERIVADOS,47,Espumante orgânico,ANALITICO,1981,0
15-48,DERIVADOS,48,Destilado alcoólico simples de bagaceira ,ANALITICO,1981,0
15-49,DERIVADOS,49,Vinho acidificado ,ANALITICO,1981,0
15-50,DERIVADOS,50,Mosto parcialmente fermentado ,ANALITICO,1981,0
15-51,DERIVADOS,51,Outros derivados,ANALITICO,1981,0
1-1,VINHO DE MESA,1,VINHO DE MESA,SINTETICO,1982,234754564
1-2,VINHO DE MESA,2,Tinto,ANALITICO,1982,183349460
1-3,VINHO DE MESA,3,Branco,ANALITICO,1982,15782499
1-4,VINHO DE MESA,4,Rosado,ANALITICO,1982,35622605
5-5,VINHO FINO DE MESA (VINÍFERA),5,VINHO FINO DE MESA (VINÍFERA),SINTETICO,1982,57453581
5-6,VINHO FINO DE MESA (VINÍFERA),6,Tinto,ANALITICO,1982,19987588
5-7,VINHO FINO DE MESA (VINÍFERA),7,Branco,ANALITICO,1982,34423412
5-8,VINHO FINO DE MESA (VINÍFERA),8,Rosado,ANALITICO,1982,3042581
9-9,SUCO,9,SUCO,SINTETICO,1982,0
9-10,SUCO,10,Suco de uva integral,ANALITICO,1982,0
9-11,SUCO,11,Suco de uva concentrado,ANALITICO,1982,0
9-12,SUCO,12,Suco de uva adoçado,ANALITICO,1982,0
9-13,SUCO,13,Suco de uva orgânico,ANALITICO,1982,0
9-14,SUCO,14,Suco de uva reconstituído,ANALITICO,1982,0
15-15,DERIVADOS,15,DERIVADOS,SINTETICO,1982,37506770
15-16,DERIVADOS,16,Espumante,ANALITICO,1982,0
15-17,DERIVADOS,17,Espumante moscatel,ANALITICO,1982,0
15-18,DERIVADOS,18,Base espumante,ANALITICO,1982,0
15-19,DERIVADOS,19,Base espumante moscatel,ANALITICO,1982,0
15-20,DERIVADOS,20,Base Champenoise champanha,ANALITICO,1982,0
15-21,DERIVADOS,21,Base Charmat champanha,ANALITICO,1982,0
15-22,DERIVADOS,22,Bebida de uva,ANALITICO,1982,0
15-23,DERIVADOS,23,Polpa de uva,ANALITICO,1982,0
15-24,DERIVADOS,24,Mosto simples,ANALITICO,1982,37506770
15-25,DERIVADOS,25,Mosto concentrado,ANALITICO,1982,0
15-26,DERIVADOS,26,Mosto de uva com bagaço,ANALITICO,1982,0
15-27,DERIVADOS,27,Mosto dessulfitado,ANALITICO,1982,0
15-28,DERIVADOS,28,Mistelas,ANALITICO,1982,0
15-29,DERIVADOS,29,Néctar de uva,ANALITICO,1982,0
15-30,DERIVADOS,30,Licorosos,ANALITICO,1982,0
15-31,DERIVADOS,31,Compostos,ANALITICO,1982,0
15-32,DERIVADOS,32,Jeropiga,ANALITICO,1982,0
15-33,DERIVADOS,33,Filtrado,ANALITICO,1982,0
15-34,DERIVADOS,34,Frisante,ANALITICO,1982,0
15-35,DERIVADOS,35,Vinho leve,ANALITICO,1982,0
15-36,DERIVADOS,36,Vinho licoroso,ANALITICO,1982,0
15-37,DERIVADOS,37,Brandy,ANALITICO,1982,0
15-38,DERIVADOS,38,Destilado,ANALITICO,1982,0
15-39,DERIVADOS,39,Bagaceira,ANALITICO,1982,0
15-40,DERIVADOS,40,Licor de bagaceira,ANALITICO,1982,0
15-41,DERIVADOS,41,Vinagre,ANALITICO,1982,0
15-42,DERIVADOS,42,Borra líquida,ANALITICO,1982,0
15-43,DERIVADOS,43,Borra seca,ANALITICO,1982,0
15-44,DERIVADOS,44,Vinho Composto,ANALITICO,1982,0
15-45,DERIVADOS,45,Pisco,ANALITICO,1982,0
15-46,DERIVADOS,46,Vinho orgânico,ANALITICO,1982,0
15-47,DERIVADOS,47,Espumante orgânico,ANALITICO,1982,0
15-48,DERIVADOS,48,Destilado alcoólico simples de bagaceira ,ANALITICO,1982,0
15-49,DERIVADOS,49,Vinho acidificado ,ANALITICO,1982,0
15-50,DERIVADOS,50,Mosto parcialmente fermentado ,ANALITICO,1982,0
15-51,DERIVADOS,51,Outros derivados,ANALITICO,1982,0
1-1,VINHO DE MESA,1,VINHO DE MESA,SINTETICO,1983,120261544
1-2,VINHO DE MESA,2,Tinto,ANALITICO,1983,87080528
1-3,VINHO DE MESA,3,Branco,ANALITICO,1983,12191896
1-4,VINHO DE MESA,4,Rosado,ANALITICO,1983,20989120
5-5,VINHO FINO DE MESA (VINÍFERA),5,VINHO FINO DE MESA (VINÍFERA),SINTETICO,1983,40616812
5-6,VINHO FINO DE MESA (VINÍFERA),6,Tinto,ANALITICO,1983,14340514
5-7,VINHO FINO DE MESA (VINÍFERA),7,Branco,ANALITICO,1983,24164361
5-8,VINHO FINO DE MESA (VINÍFERA),8,Rosado,ANALITICO,1983,2111937
9-9,SUCO,9,SUCO,SINTETICO,1983,0
9-10,SUCO,10,Suco de uva integral,ANALITICO,1983,0
9-11,SUCO,11,Suco de uva concentrado,ANALITICO,1983,0
9-12,SUCO,12,Suco de uva adoçado,ANALITICO,1983,0
9-13,SUCO,13,Suco de uva orgânico,ANALITICO,1983,0
9-14,SUCO,14,Suco de uva reconstituído,ANALITICO,1983,0
15-15,DERIVADOS,15,DERIVADOS,SINTETICO,1983,27314628
15-16,DERIVADOS,16,Espumante,ANALITICO,1983,0
15-17,DERIVADOS,17,Espumante moscatel,ANALITICO,1983,0
15-18,DERIVADOS,18,Base espumante,ANALITICO,1983,0
15-19,DERIVADOS,19,Base espumante moscatel,ANALITICO,1983,0
15-20,DERIVADOS,20,Base Champenoise champanha,ANALITICO,1983,0
15-21,DERIVADOS,21,Base Charmat champanha,ANALITICO,1983,0
15-22,DERIVADOS,22,Bebida de uva,ANALITICO,1983,0
15-23,DERIVADOS,23,Polpa de uva,ANALITICO,1983,0
15-24,DERIVADOS,24,Mosto simples,ANALITICO,1983,27314628
15-25,DERIVADOS,25,Mosto concentrado,ANALITICO,1983,0
15-26,DERIVADOS,26,Mosto de uva com bagaço,ANALITICO,1983,0
15-27,DERIVADOS,27,Mosto dessulfitado,ANALITICO,1983,0
15-28,DERIVADOS,28,Mistelas,ANALITICO,1983,0
15-29,DERIVADOS,29,Néctar de uva,ANALITICO,1983,0
15-30,DERIVADOS,30,Licorosos,ANALITICO,1983,0
15-31,DERIVADOS,31,Compostos,ANALITICO,1983,0
15-32,DERIVADOS,32,Jeropiga,ANALITICO,1983,0
15-33,DERIVADOS,33,Filtrado,ANALITICO,1983,0
15-34,DERIVADOS,34,Frisante,ANALITICO,1983,0
15-35,DERIVADOS,35,Vinho leve,ANALITICO,1983,0
15-36,DERIVADOS,36,Vinho licoroso,ANALITICO,1983,0
15-37,DERIVADOS,37,Brandy,ANALITICO,1983,0
15-38,DERIVADOS,38,Destilado,ANALITICO,1983,0
15-39,DERIVADOS,39,Bagaceira,ANALITICO,1983,0
15-40,DERIVADOS,40,Licor de bagaceira,ANALITICO,1983,0
15-41,DERIVADOS,41,Vinagre,ANALITICO,1983,0
15-42,DERIVADOS,42,Borra líquida,ANALITICO,1983,0
15-43,DERIVADOS,43,Borra seca,ANALITICO,1983,0
15-44,DERIVADOS,44,Vinho Composto,ANALITICO,1983,0
15-45,DERIVADOS,45,Pisco,ANALITICO,1983,0
15-46,DERIVADOS,46,Vinho orgânico,ANALITICO,1983,0
15-47,DERIVADOS,47,Espumante orgânico,ANALITICO,1983,0
15-48,DERIVADOS,48,Destilado alcoólico simples de bagaceira ,ANALITICO,1983,0
15-49,DERIVADOS,49,Vinho acidificado ,ANALITICO,1983,0
15-50,DERIVADOS,50,Mosto parcialmente fermentado ,ANALITICO,1983,0
15-51,DERIVADOS,51,Outros derivados,ANALITICO,1983,0
1-1,VINHO DE MESA,1,VINHO DE MESA,SINTETICO,1984,177680331
1-2,VINHO DE MESA,2,Tinto,ANALITICO,1984,119615028
1-3,VINHO DE MESA,3,Branco,ANALITICO,1984,19502230
1-4,VINHO DE MESA,4,Rosado,ANALITICO,1984,38563073
5-5,VINHO FINO DE MESA (VINÍFERA),5,VINHO FINO DE MESA (VINÍFERA),SINTETICO,1984,48289279
5-6,VINHO FINO DE MESA (VINÍFERA),6,Tinto,ANALITICO,1984,15777602
5-7,VINHO FINO DE MESA (VINÍFERA),7,Branco,ANALITICO,1984,30395959
5-8,VINHO FINO DE MESA (VINÍFERA),8,Rosado,ANALITICO,1984,2115718
9-9,SUCO,9,SUCO,SINTETICO,1984,0
9-10,SUCO,10,Suco de uva integral,ANALITICO,1984,0
9-11,SUCO,11,Suco de uva concentrado,ANALITICO,1984,0
9-12,SUCO,12,Suco de uva adoçado,ANALITICO,1984,0
9-13,SUCO,13,Suco de uva orgânico,ANALITICO,1984,0
9-14,SUCO,14,Suco de uva reconstituído,ANALITICO,1984,0
15-15,DERIVADOS,15,DERIVADOS,SINTETICO,1984,17331744
15-16,DERIVADOS,16,Espumante,ANALITICO,1984,0
15-17,DERIVADOS,17,Espumante moscatel,ANALITICO,1984,0
15-18,DERIVADOS,18,Base espumante,ANALITICO,1984,0
15-19,DERIVADOS,19,Base espumante moscatel,ANALITICO,1984,0
15-20,DERIVADOS,20,Base Champenoise champanha,ANALITICO,1984,0
15-21,DERIVADOS,21,Base Charmat champanha,ANALITICO,1984,0
15-22,DERIVADOS,22,Bebida de uva,ANALITICO,1984,0
15-23,DERIVADOS,23,Polpa de uva,ANALITICO,1984,0
15-24,DERIVADOS,24,Mosto simples,ANALITICO,1984,17331744
15-25,DERIVADOS,25,Mosto concentrado,ANALITICO,1984,0
15-26,DERIVADOS,26,Mosto de uva com bagaço,ANALITICO,1984,0
15-27,DERIVADOS,27,Mosto dessulfitado,ANALITICO,1984,0
15-28,DERIVADOS,28,Mistelas,ANALITICO,1984,0
15-29,DERIVADOS,29,Néctar de uva,ANALITICO,1984,0
15-30,DERIVADOS,30,Licorosos,ANALITICO,1984,0
15-31,DERIVADOS,31,Compostos,ANALITICO,1984,0
15-32,DERIVADOS,32,Jeropiga,ANALITICO,1984,0
15-33,DERIVADOS,33,Filtrado,ANALITICO,1984,0
15-34,DERIVADOS,34,Frisante,ANALITICO,1984,0
15-35,DERIVADOS,35,Vinho leve,ANALITICO,1984,0
15-36,DERIVADOS,36,Vinho licoroso,ANALITICO,1984,0
15-37,DERIVADOS,37,Brandy,ANALITICO,1984,0
15-38,DERIVADOS,38,Destilado,ANALITICO,1984,0
15-39,DERIVADOS,39,Bagaceira,ANALITICO,1984,0
15-40,DERIVADOS,40,Licor de bagaceira,ANALITICO,1984,0
15-41,DERIVADOS,41,Vinagre,ANALITICO,1984,0
15-42,DERIVADOS,42,Borra líquida,ANALITICO,1984,0
15-43,DERIVADOS,43,Borra seca,ANALITICO,1984,0
15-44,DERIVADOS,44,Vinho Composto,ANALITICO,1984,0
15-45,DERIVADOS,45,Pisco,ANALITICO,1984,0
15-46,DERIVADOS,46,Vinho orgânico,ANALITICO,1984,0
15-47,DERIVADOS,47,Espumante orgânico,ANALITICO,1984,0
15-48,DERIVADOS,48,Destilado alcoólico simples de bagaceira ,ANALITICO,1984,0
15-49,DERIVADOS,49,Vinho acidificado ,ANALITICO,1984,0
15-50,DERIVADOS,50,Mosto parcialmente fermentado ,ANALITICO,1984,0
15-51,DERIVADOS,51,Outros derivados,ANALITICO,1984,0
1-1,VINHO DE MESA,1,VINHO DE MESA,SINTETICO,1985,275338955
1-2,VINHO DE MESA,2,Tinto,ANALITICO,1985,216732390
1-3,VINHO DE MESA,3,Branco,ANALITICO,1985,23010666
1-4,VINHO DE MESA,4,Rosado,ANALITICO,1985,35595899
5-5,VINHO FINO DE MESA (VINÍFERA),5,VINHO FINO DE MESA (VINÍFERA),SINTETICO,1985,67035393
5-6,VINHO FINO DE MESA (VINÍFERA),6,Tinto,ANALITICO,1985,19347979
5-7,VINHO FINO DE MESA (VINÍFERA),7,Branco,ANALITICO,1985,44679484
5-8,VINHO FINO DE MESA (VINÍFERA),8,Rosado,ANALITICO,1985,3007930
9-9,SUCO,9,SUCO,SINTETICO,1985,6631667
