key,tipo,id,produto,reg,ano,quantidade
9-10,SUCO,10,Suco de uva integral,ANALITICO,1985,3544706
9-11,SUCO,11,Suco de uva concentrado,ANALITICO,1985,3086961
9-12,SUCO,12,Suco de uva adoçado,ANALITICO,1985,0
9-13,SUCO,13,Suco de uva orgânico,ANALITICO,1985,0
9-14,SUCO,14,Suco de uva reconstituído,ANALITICO,1985,0
15-15,DERIVADOS,15,DERIVADOS,SINTETICO,1985,17336419
15-16,DERIVADOS,16,Espumante,ANALITICO,1985,0
15-17,DERIVADOS,17,Espumante moscatel,ANALITICO,1985,0
15-18,DERIVADOS,18,Base espumante,ANALITICO,1985,0
15-19,DERIVADOS,19,Base espumante moscatel,ANALITICO,1985,0
15-20,DERIVADOS,20,Base Champenoise champanha,ANALITICO,1985,0
15-21,DERIVADOS,21,Base Charmat champanha,ANALITICO,1985,0
15-22,DERIVADOS,22,Bebida de uva,ANALITICO,1985,0
15-23,DERIVADOS,23,Polpa de uva,ANALITICO,1985,0
15-24,DERIVADOS,24,Mosto simples,ANALITICO,1985,10637557
15-25,DERIVADOS,25,Mosto concentrado,ANALITICO,1985,354707
15-26,DERIVADOS,26,Mosto de uva com bagaço,ANALITICO,1985,0
15-27,DERIVADOS,27,Mosto dessulfitado,ANALITICO,1985,0
15-28,DERIVADOS,28,Mistelas,ANALITICO,1985,0
15-29,DERIVADOS,29,Néctar de uva,ANALITICO,1985,0
15-30,DERIVADOS,30,Licorosos,ANALITICO,1985,0
15-31,DERIVADOS,31,Compostos,ANALITICO,1985,0
15-32,DERIVADOS,32,Jeropiga,ANALITICO,1985,234500
15-33,DERIVADOS,33,Filtrado,ANALITICO,1985,0
15-34,DERIVADOS,34,Frisante,ANALITICO,1985,0
15-35,DERIVADOS,35,Vinho leve,ANALITICO,1985,0
15-36,DERIVADOS,36,Vinho licoroso,ANALITICO,1985,0
15-37,DERIVADOS,37,Brandy,ANALITICO,1985,13000
15-38,DERIVADOS,38,Destilado,ANALITICO,1985,342650
15-39,DERIVADOS,39,Bagaceira,ANALITICO,1985,299500
15-40,DERIVADOS,40,Licor de bagaceira,ANALITICO,1985,0
15-41,DERIVADOS,41,Vinagre,ANALITICO,1985,104707
15-42,DERIVADOS,42,Borra líquida,ANALITICO,1985,5095798
15-43,DERIVADOS,43,Borra seca,ANALITICO,1985,0
15-44,DERIVADOS,44,Vinho Composto,ANALITICO,1985,0
15-45,DERIVADOS,45,Pisco,ANALITICO,1985,0
15-46,DERIVADOS,46,Vinho orgânico,ANALITICO,1985,254000
15-47,DERIVADOS,47,Espumante orgânico,ANALITICO,1985,0
15-48,DERIVADOS,48,Destilado alcoólico simples de bagaceira ,ANALITICO,1985,0
15-49,DERIVADOS,49,Vinho acidificado ,ANALITICO,1985,0
15-50,DERIVADOS,50,Mosto parcialmente fermentado ,ANALITICO,1985,0
15-51,DERIVADOS,51,Outros derivados,ANALITICO,1985,0
1-1,VINHO DE MESA,1,VINHO DE MESA,SINTETICO,1986,157711522
1-2,VINHO DE MESA,2,Tinto,ANALITICO,1986,118766694
1-3,VINHO DE MESA,3,Branco,ANALITICO,1986,16872183
1-4,VINHO DE MESA,4,Rosado,ANALITICO,1986,22072645
5-5,VINHO FINO DE MESA (VINÍFERA),5,VINHO FINO DE MESA (VINÍFERA),SINTETICO,1986,48559180
5-6,VINHO FINO DE MESA (VINÍFERA),6,Tinto,ANALITICO,1986,12282967
5-7,VINHO FINO DE MESA (VINÍFERA),7,Branco,ANALITICO,1986,34794145
5-8,VINHO FINO DE MESA (VINÍFERA),8,Rosado,ANALITICO,1986,1482068
9-9,SUCO,9,SUCO,SINTETICO,1986,4313768
9-10,SUCO,10,Suco de uva integral,ANALITICO,1986,2116507
9-11,SUCO,11,Suco de uva concentrado,ANALITICO,1986,2197261
9-12,SUCO,12,Suco de uva adoçado,ANALITICO,1986,0
9-13,SUCO,13,Suco de uva orgânico,ANALITICO,1986,0
9-14,SUCO,14,Suco de uva reconstituído,ANALITICO,1986,0
15-15,DERIVADOS,15,DERIVADOS,SINTETICO,1986,14785645
15-16,DERIVADOS,16,Espumante,ANALITICO,1986,0
15-17,DERIVADOS,17,Espumante moscatel,ANALITICO,1986,0
15-18,DERIVADOS,18,Base espumante,ANALITICO,1986,0
15-19,DERIVADOS,19,Base espumante moscatel,ANALITICO,1986,0
15-20,DERIVADOS,20,Base Champenoise champanha,ANALITICO,1986,0
15-21,DERIVADOS,21,Base Charmat champanha,ANALITICO,1986,0
15-22,DERIVADOS,22,Bebida de uva,ANALITICO,1986,0
15-23,DERIVADOS,23,Polpa de uva,ANALITICO,1986,0
15-24,DERIVADOS,24,Mosto simples,ANALITICO,1986,7031320
15-25,DERIVADOS,25,Mosto concentrado,ANALITICO,1986,295800
15-26,DERIVADOS,26,Mosto de uva com bagaço,ANALITICO,1986,0
15-27,DERIVADOS,27,Mosto dessulfitado,ANALITICO,1986,0
15-28,DERIVADOS,28,Mistelas,ANALITICO,1986,378400
15-29,DERIVADOS,29,Néctar de uva,ANALITICO,1986,0
15-30,DERIVADOS,30,Licorosos,ANALITICO,1986,0
15-31,DERIVADOS,31,Compostos,ANALITICO,1986,0
15-32,DERIVADOS,32,Jeropiga,ANALITICO,1986,173000
15-33,DERIVADOS,33,Filtrado,ANALITICO,1986,0
15-34,DERIVADOS,34,Frisante,ANALITICO,1986,0
15-35,DERIVADOS,35,Vinho leve,ANALITICO,1986,0
15-36,DERIVADOS,36,Vinho licoroso,ANALITICO,1986,0
15-37,DERIVADOS,37,Brandy,ANALITICO,1986,0
15-38,DERIVADOS,38,Destilado,ANALITICO,1986,222230
15-39,DERIVADOS,39,Bagaceira,ANALITICO,1986,156100
15-40,DERIVADOS,40,Licor de bagaceira,ANALITICO,1986,0
15-41,DERIVADOS,41,Vinagre,ANALITICO,1986,0
15-42,DERIVADOS,42,Borra líquida,ANALITICO,1986,6357648
15-43,DERIVADOS,43,Borra seca,ANALITICO,1986,0
15-44,DERIVADOS,44,Vinho Composto,ANALITICO,1986,0
15-45,DERIVADOS,45,Pisco,ANALITICO,1986,0
15-46,DERIVADOS,46,Vinho orgânico,ANALITICO,1986,171147
15-47,DERIVADOS,47,Espumante orgânico,ANALITICO,1986,0
15-48,DERIVADOS,48,Destilado alcoólico simples de bagaceira ,ANALITICO,1986,0
15-49,DERIVADOS,49,Vinho acidificado ,ANALITICO,1986,0
15-50,DERIVADOS,50,Mosto parcialmente fermentado ,ANALITICO,1986,0
15-51,DERIVADOS,51,Outros derivados,ANALITICO,1986,0
1-1,VINHO DE MESA,1,VINHO DE MESA,SINTETICO,1987,150467184
1-2,VINHO DE MESA,2,Tinto,ANALITICO,1987,97841160
1-3,VINHO DE MESA,3,Branco,ANALITICO,1987,27497857
1-4,VINHO DE MESA,4,Rosado,ANALITICO,1987,25128167
5-5,VINHO FINO DE MESA (VINÍFERA),5,VINHO FINO DE MESA (VINÍFERA),SINTETICO,1987,47301266
5-6,VINHO FINO DE MESA (VINÍFERA),6,Tinto,ANALITICO,1987,10920073
5-7,VINHO FINO DE MESA (VINÍFERA),7,Branco,ANALITICO,1987,35432544
5-8,VINHO FINO DE MESA (VINÍFERA),8,Rosado,ANALITICO,1987,948649
9-9,SUCO,9,SUCO,SINTETICO,1987,5469016
9-10,SUCO,10,Suco de uva integral,ANALITICO,1987,2262240
9-11,SUCO,11,Suco de uva concentrado,ANALITICO,1987,3206776
9-12,SUCO,12,Suco de uva adoçado,ANALITICO,1987,0
9-13,SUCO,13,Suco de uva orgânico,ANALITICO,1987,0
9-14,SUCO,14,Suco de uva reconstituído,ANALITICO,1987,0
15-15,DERIVADOS,15,DERIVADOS,SINTETICO,1987,14905862
15-16,DERIVADOS,16,Espumante,ANALITICO,1987,0
15-17,DERIVADOS,17,Espumante moscatel,ANALITICO,1987,0
15-18,DERIVADOS,18,Base espumante,ANALITICO,1987,0
15-19,DERIVADOS,19,Base espumante moscatel,ANALITICO,1987,0
15-20,DERIVADOS,20,Base Champenoise champanha,ANALITICO,1987,0
15-21,DERIVADOS,21,Base Charmat champanha,ANALITICO,1987,0
15-22,DERIVADOS,22,Bebida de uva,ANALITICO,1987,0
15-23,DERIVADOS,23,Polpa de uva,ANALITICO,1987,0
15-24,DERIVADOS,24,Mosto simples,ANALITICO,1987,7821040
15-25,DERIVADOS,25,Mosto concentrado,ANALITICO,1987,400500
15-26,DERIVADOS,26,Mosto de uva com bagaço,ANALITICO,1987,0
15-27,DERIVADOS,27,Mosto dessulfitado,ANALITICO,1987,0
15-28,DERIVADOS,28,Mistelas,ANALITICO,1987,402600
15-29,DERIVADOS,29,Néctar de uva,ANALITICO,1987,0
15-30,DERIVADOS,30,Licorosos,ANALITICO,1987,0
15-31,DERIVADOS,31,Compostos,ANALITICO,1987,0
15-32,DERIVADOS,32,Jeropiga,ANALITICO,1987,122000
15-33,DERIVADOS,33,Filtrado,ANALITICO,1987,0
15-34,DERIVADOS,34,Frisante,ANALITICO,1987,0
15-35,DERIVADOS,35,Vinho leve,ANALITICO,1987,0
15-36,DERIVADOS,36,Vinho licoroso,ANALITICO,1987,0
15-37,DERIVADOS,37,Brandy,ANALITICO,1987,0
15-38,DERIVADOS,38,Destilado,ANALITICO,1987,472576
15-39,DERIVADOS,39,Bagaceira,ANALITICO,1987,325600
15-40,DERIVADOS,40,Licor de bagaceira,ANALITICO,1987,0
15-41,DERIVADOS,41,Vinagre,ANALITICO,1987,0
15-42,DERIVADOS,42,Borra líquida,ANALITICO,1987,5142446
15-43,DERIVADOS,43,Borra seca,ANALITICO,1987,0
15-44,DERIVADOS,44,Vinho Composto,ANALITICO,1987,0
15-45,DERIVADOS,45,Pisco,ANALITICO,1987,0
15-46,DERIVADOS,46,Vinho orgânico,ANALITICO,1987,219100
15-47,DERIVADOS,47,Espumante orgânico,ANALITICO,1987,0
15-48,DERIVADOS,48,Destilado alcoólico simples de bagaceira ,ANALITICO,1987,0
15-49,DERIVADOS,49,Vinho acidificado ,ANALITICO,1987,0
15-50,DERIVADOS,50,Mosto parcialmente fermentado ,ANALITICO,1987,0
15-51,DERIVADOS,51,Outros derivados,ANALITICO,1987,0
1-1,VINHO DE MESA,1,VINHO DE MESA,SINTETICO,1988,244791058
1-2,VINHO DE MESA,2,Tinto,ANALITICO,1988,173747942
1-3,VINHO DE MESA,3,Branco,ANALITICO,1988,32660045
1-4,VINHO DE MESA,4,Rosado,ANALITICO,1988,38383071
5-5,VINHO FINO DE MESA (VINÍFERA),5,VINHO FINO DE MESA (VINÍFERA),SINTETICO,1988,76560765
5-6,VINHO FINO DE MESA (VINÍFERA),6,Tinto,ANALITICO,1988,18690518
5-7,VINHO FINO DE MESA (VINÍFERA),7,Branco,ANALITICO,1988,56441847
5-8,VINHO FINO DE MESA (VINÍFERA),8,Rosado,ANALITICO,1988,1428400
9-9,SUCO,9,SUCO,SINTETICO,1988,7586870
9-10,SUCO,10,Suco de uva integral,ANALITICO,1988,2018000
9-11,SUCO,11,Suco de uva concentrado,ANALITICO,1988,5568870
9-12,SUCO,12,Suco de uva adoçado,ANALITICO,1988,0
9-13,SUCO,13,Suco de uva orgânico,ANALITICO,1988,0
9-14,SUCO,14,Suco de uva reconstituído,ANALITICO,1988,0
15-15,DERIVADOS,15,DERIVADOS,SINTETICO,1988,19644584
15-16,DERIVADOS,16,Espumante,ANALITICO,1988,76000
15-17,DERIVADOS,17,Espumante moscatel,ANALITICO,1988,0
15-18,DERIVADOS,18,Base espumante,ANALITICO,1988,0
15-19,DERIVADOS,19,Base espumante moscatel,ANALITICO,1988,0
15-20,DERIVADOS,20,Base Champenoise champanha,ANALITICO,1988,0
15-21,DERIVADOS,21,Base Charmat champanha,ANALITICO,1988,0
15-22,DERIVADOS,22,Bebida de uva,ANALITICO,1988,0
15-23,DERIVADOS,23,Polpa de uva,ANALITICO,1988,0
15-24,DERIVADOS,24,Mosto simples,ANALITICO,1988,16544460
15-25,DERIVADOS,25,Mosto concentrado,ANALITICO,1988,384200
15-26,DERIVADOS,26,Mosto de uva com bagaço,ANALITICO,1988,0
15-27,DERIVADOS,27,Mosto dessulfitado,ANALITICO,1988,0
15-28,DERIVADOS,28,Mistelas,ANALITICO,1988,196000
15-29,DERIVADOS,29,Néctar de uva,ANALITICO,1988,0
15-30,DERIVADOS,30,Licorosos,ANALITICO,1988,3000
15-31,DERIVADOS,31,Compostos,ANALITICO,1988,2000
15-32,DERIVADOS,32,Jeropiga,ANALITICO,1988,61000
15-33,DERIVADOS,33,Filtrado,ANALITICO,1988,88000
15-34,DERIVADOS,34,Frisante,ANALITICO,1988,0
15-35,DERIVADOS,35,Vinho leve,ANALITICO,1988,0
15-36,DERIVADOS,36,Vinho licoroso,ANALITICO,1988,0
15-37,DERIVADOS,37,Brandy,ANALITICO,1988,5216
15-38,DERIVADOS,38,Destilado,ANALITICO,1988,287220
15-39,DERIVADOS,39,Bagaceira,ANALITICO,1988,29000
15-40,DERIVADOS,40,Licor de bagaceira,ANALITICO,1988,0
15-41,DERIVADOS,41,Vinagre,ANALITICO,1988,0
15-42,DERIVADOS,42,Borra líquida,ANALITICO,1988,1953488
15-43,DERIVADOS,43,Borra seca,ANALITICO,1988,0
15-44,DERIVADOS,44,Vinho Composto,ANALITICO,1988,0
15-45,DERIVADOS,45,Pisco,ANALITICO,1988,0
15-46,DERIVADOS,46,Vinho orgânico,ANALITICO,1988,15000
15-47,DERIVADOS,47,Espumante orgânico,ANALITICO,1988,0
15-48,DERIVADOS,48,Destilado alcoólico simples de bagaceira ,ANALITICO,1988,0
15-49,DERIVADOS,49,Vinho acidificado ,ANALITICO,1988,0
15-50,DERIVADOS,50,Mosto parcialmente fermentado ,ANALITICO,1988,0
15-51,DERIVADOS,51,Outros derivados,ANALITICO,1988,0
1-1,VINHO DE MESA,1,VINHO DE MESA,SINTETICO,1989,181801961
1-2,VINHO DE MESA,2,Tinto,ANALITICO,1989,136931173
1-3,VINHO DE MESA,3,Branco,ANALITICO,1989,24603265
1-4,VINHO DE MESA,4,Rosado,ANALITICO,1989,20267523
5-5,VINHO FINO DE MESA (VINÍFERA),5,VINHO FINO DE MESA (VINÍFERA),SINTETICO,1989,72772144
5-6,VINHO FINO DE MESA (VINÍFERA),6,Tinto,ANALITICO,1989,16140751
5-7,VINHO FINO DE MESA (VINÍFERA),7,Branco,ANALITICO,1989,54983093
5-8,VINHO FINO DE MESA (VINÍFERA),8,Rosado,ANALITICO,1989,1648300
9-9,SUCO,9,SUCO,SINTETICO,1989,6923183
9-10,SUCO,10,Suco de uva integral,ANALITICO,1989,2824600
9-11,SUCO,11,Suco de uva concentrado,ANALITICO,1989,4098583
9-12,SUCO,12,Suco de uva adoçado,ANALITICO,1989,0
9-13,SUCO,13,Suco de uva orgânico,ANALITICO,1989,0
9-14,SUCO,14,Suco de uva reconstituído,ANALITICO,1989,0
15-15,DERIVADOS,15,DERIVADOS,SINTETICO,1989,12004574
15-16,DERIVADOS,16,Espumante,ANALITICO,1989,0
15-17,DERIVADOS,17,Espumante moscatel,ANALITICO,1989,0
15-18,DERIVADOS,18,Base espumante,ANALITICO,1989,0
15-19,DERIVADOS,19,Base espumante moscatel,ANALITICO,1989,0
15-20,DERIVADOS,20,Base Champenoise champanha,ANALITICO,1989,0
15-21,DERIVADOS,21,Base Charmat champanha,ANALITICO,1989,0
15-22,DERIVADOS,22,Bebida de uva,ANALITICO,1989,0
15-23,DERIVADOS,23,Polpa de uva,ANALITICO,1989,0
15-24,DERIVADOS,24,Mosto simples,ANALITICO,1989,8141100
15-25,DERIVADOS,25,Mosto concentrado,ANALITICO,1989,732470
15-26,DERIVADOS,26,Mosto de uva com bagaço,ANALITICO,1989,0
15-27,DERIVADOS,27,Mosto dessulfitado,ANALITICO,1989,0
15-28,DERIVADOS,28,Mistelas,ANALITICO,1989,32000
15-29,DERIVADOS,29,Néctar de uva,ANALITICO,1989,0
15-30,DERIVADOS,30,Licorosos,ANALITICO,1989,20000
15-31,DERIVADOS,31,Compostos,ANALITICO,1989,1900
15-32,DERIVADOS,32,Jeropiga,ANALITICO,1989,42000
15-33,DERIVADOS,33,Filtrado,ANALITICO,1989,39000
15-34,DERIVADOS,34,Frisante,ANALITICO,1989,0
15-35,DERIVADOS,35,Vinho leve,ANALITICO,1989,249000
15-36,DERIVADOS,36,Vinho licoroso,ANALITICO,1989,0
15-37,DERIVADOS,37,Brandy,ANALITICO,1989,6500
15-38,DERIVADOS,38,Destilado,ANALITICO,1989,176800
15-39,DERIVADOS,39,Bagaceira,ANALITICO,1989,52000
15-40,DERIVADOS,40,Licor de bagaceira,ANALITICO,1989,0
15-41,DERIVADOS,41,Vinagre,ANALITICO,1989,0
15-42,DERIVADOS,42,Borra líquida,ANALITICO,1989,2426804
15-43,DERIVADOS,43,Borra seca,ANALITICO,1989,0
15-44,DERIVADOS,44,Vinho Composto,ANALITICO,1989,0
15-45,DERIVADOS,45,Pisco,ANALITICO,1989,0
15-46,DERIVADOS,46,Vinho orgânico,ANALITICO,1989,85000
15-47,DERIVADOS,47,Espumante orgânico,ANALITICO,1989,0
15-48,DERIVADOS,48,Destilado alcoólico simples de bagaceira ,ANALITICO,1989,0
15-49,DERIVADOS,49,Vinho acidificado ,ANALITICO,1989,0
15-50,DERIVADOS,50,Mosto parcialmente fermentado ,ANALITICO,1989,0
15-51,DERIVADOS,51,Outros derivados,ANALITICO,1989,0
1-1,VINHO DE MESA,1,VINHO DE MESA,SINTETICO,1990,210548199
1-2,VINHO DE MESA,2,Tinto,ANALITICO,1990,154359897
1-3,VINHO DE MESA,3,Branco,ANALITICO,1990,33512030
1-4,VINHO DE MESA,4,Rosado,ANALITICO,1990,22676272
5-5,VINHO FINO DE MESA (VINÍFERA),5,VINHO FINO DE MESA (VINÍFERA),SINTETICO,1990,73689124
5-6,VINHO FINO DE MESA (VINÍFERA),6,Tinto,ANALITICO,1990,17750504
5-7,VINHO FINO DE MESA (VINÍFERA),7,Branco,ANALITICO,1990,52080420
5-8,VINHO FINO DE MESA (VINÍFERA),8,Rosado,ANALITICO,1990,3858200
9-9,SUCO,9,SUCO,SINTETICO,1990,10423252
9-10,SUCO,10,Suco de uva integral,ANALITICO,1990,2848560
9-11,SUCO,11,Suco de uva concentrado,ANALITICO,1990,7574692
9-12,SUCO,12,Suco de uva adoçado,ANALITICO,1990,0
9-13,SUCO,13,Suco de uva orgânico,ANALITICO,1990,0
9-14,SUCO,14,Suco de uva reconstituído,ANALITICO,1990,0
15-15,DERIVADOS,15,DERIVADOS,SINTETICO,1990,16191621
15-16,DERIVADOS,16,Espumante,ANALITICO,1990,0
15-17,DERIVADOS,17,Espumante moscatel,ANALITICO,1990,0
15-18,DERIVADOS,18,Base espumante,ANALITICO,1990,0
15-19,DERIVADOS,19,Base espumante moscatel,ANALITICO,1990,0
15-20,DERIVADOS,20,Base Champenoise champanha,ANALITICO,1990,0
15-21,DERIVADOS,21,Base Charmat champanha,ANALITICO,1990,0
15-22,DERIVADOS,22,Bebida de uva,ANALITICO,1990,0
15-23,DERIVADOS,23,Polpa de uva,ANALITICO,1990,0
15-24,DERIVADOS,24,Mosto simples,ANALITICO,1990,13307690
15-25,DERIVADOS,25,Mosto concentrado,ANALITICO,1990,1098250
15-26,DERIVADOS,26,Mosto de uva com bagaço,ANALITICO,1990,0
15-27,DERIVADOS,27,Mosto dessulfitado,ANALITICO,1990,0
15-28,DERIVADOS,28,Mistelas,ANALITICO,1990,149000
15-29,DERIVADOS,29,Néctar de uva,ANALITICO,1990,0
15-30,DERIVADOS,30,Licorosos,ANALITICO,1990,24300
15-31,DERIVADOS,31,Compostos,ANALITICO,1990,0
15-32,DERIVADOS,32,Jeropiga,ANALITICO,1990,0
15-33,DERIVADOS,33,Filtrado,ANALITICO,1990,11000
15-34,DERIVADOS,34,Frisante,ANALITICO,1990,0
15-35,DERIVADOS,35,Vinho leve,ANALITICO,1990,264000
15-36,DERIVADOS,36,Vinho licoroso,ANALITICO,1990,0
15-37,DERIVADOS,37,Brandy,ANALITICO,1990,0
15-38,DERIVADOS,38,Destilado,ANALITICO,1990,0
15-39,DERIVADOS,39,Bagaceira,ANALITICO,1990,55000
15-40,DERIVADOS,40,Licor de bagaceira,ANALITICO,1990,0
15-41,DERIVADOS,41,Vinagre,ANALITICO,1990,0
15-42,DERIVADOS,42,Borra líquida,ANALITICO,1990,1282381
15-43,DERIVADOS,43,Borra seca,ANALITICO,1990,0
15-44,DERIVADOS,44,Vinho Composto,ANALITICO,1990,0
15-45,DERIVADOS,45,Pisco,ANALITICO,1990,0
15-46,DERIVADOS,46,Vinho orgânico,ANALITICO,1990,0
15-47,DERIVADOS,47,Espumante orgânico,ANALITICO,1990,0
15-48,DERIVADOS,48,Destilado alcoólico simples de bagaceira ,ANALITICO,1990,0
15-49,DERIVADOS,49,Vinho acidificado ,ANALITICO,1990,0
15-50,DERIVADOS,50,Mosto parcialmente fermentado ,ANALITICO,1990,0
15-51,DERIVADOS,51,Outros derivados,ANALITICO,1990,0
1-1,VINHO DE MESA,1,VINHO DE MESA,SINTETICO,1991,126768254
1-2,VINHO DE MESA,2,Tinto,ANALITICO,1991,90320836
1-3,VINHO DE MESA,3,Branco,ANALITICO,1991,25046588
1-4,VINHO DE MESA,4,Rosado,ANALITICO,1991,11400830
5-5,VINHO FINO DE MESA (VINÍFERA),5,VINHO FINO DE MESA (VINÍFERA),SINTETICO,1991,45519167
5-6,VINHO FINO DE MESA (VINÍFERA),6,Tinto,ANALITICO,1991,12001895
5-7,VINHO FINO DE MESA (VINÍFERA),7,Branco,ANALITICO,1991,33307472
5-8,VINHO FINO DE MESA (VINÍFERA),8,Rosado,ANALITICO,1991,209800
9-9,SUCO,9,SUCO,SINTETICO,1991,11324462
9-10,SUCO,10,Suco de uva integral,ANALITICO,1991,3609000
9-11,SUCO,11,Suco de uva concentrado,ANALITICO,1991,7715462
9-12,SUCO,12,Suco de uva adoçado,ANALITICO,1991,0
9-13,SUCO,13,Suco de uva orgânico,ANALITICO,1991,0
9-14,SUCO,14,Suco de uva reconstituído,ANALITICO,1991,0
15-15,DERIVADOS,15,DERIVADOS,SINTETICO,1991,20352398
15-16,DERIVADOS,16,Espumante,ANALITICO,1991,0
15-17,DERIVADOS,17,Espumante moscatel,ANALITICO,1991,0
15-18,DERIVADOS,18,Base espumante,ANALITICO,1991,0
15-19,DERIVADOS,19,Base espumante moscatel,ANALITICO,1991,0
15-20,DERIVADOS,20,Base Champenoise champanha,ANALITICO,1991,0
15-21,DERIVADOS,21,Base Charmat champanha,ANALITICO,1991,0
15-22,DERIVADOS,22,Bebida de uva,ANALITICO,1991,0
15-23,DERIVADOS,23,Polpa de uva,ANALITICO,1991,0
15-24,DERIVADOS,24,Mosto simples,ANALITICO,1991,17407568
15-25,DERIVADOS,25,Mosto concentrado,ANALITICO,1991,921400
15-26,DERIVADOS,26,Mosto de uva com bagaço,ANALITICO,1991,0
15-27,DERIVADOS,27,Mosto dessulfitado,ANALITICO,1991,0
15-28,DERIVADOS,28,Mistelas,ANALITICO,1991,0
15-29,DERIVADOS,29,Néctar de uva,ANALITICO,1991,0
15-30,DERIVADOS,30,Licorosos,ANALITICO,1991,11500
15-31,DERIVADOS,31,Compostos,ANALITICO,1991,0
15-32,DERIVADOS,32,Jeropiga,ANALITICO,1991,0
15-33,DERIVADOS,33,Filtrado,ANALITICO,1991,18000
15-34,DERIVADOS,34,Frisante,ANALITICO,1991,0
15-35,DERIVADOS,35,Vinho leve,ANALITICO,1991,192800
15-36,DERIVADOS,36,Vinho licoroso,ANALITICO,1991,0
15-37,DERIVADOS,37,Brandy,ANALITICO,1991,0
15-38,DERIVADOS,38,Destilado,ANALITICO,1991,0
15-39,DERIVADOS,39,Bagaceira,ANALITICO,1991,15000
15-40,DERIVADOS,40,Licor de bagaceira,ANALITICO,1991,0
15-41,DERIVADOS,41,Vinagre,ANALITICO,1991,0
15-42,DERIVADOS,42,Borra líquida,ANALITICO,1991,1649130
15-43,DERIVADOS,43,Borra seca,ANALITICO,1991,0
15-44,DERIVADOS,44,Vinho Composto,ANALITICO,1991,0
15-45,DERIVADOS,45,Pisco,ANALITICO,1991,0
15-46,DERIVADOS,46,Vinho orgânico,ANALITICO,1991,137000
15-47,DERIVADOS,47,Espumante orgânico,ANALITICO,1991,0
15-48,DERIVADOS,48,Destilado alcoólico simples de bagaceira ,ANALITICO,1991,0
15-49,DERIVADOS,49,Vinho acidificado ,ANALITICO,1991,0
15-50,DERIVADOS,50,Mosto parcialmente fermentado ,ANALITICO,1991,0
15-51,DERIVADOS,51,Outros derivados,ANALITICO,1991,0
1-1,VINHO DE MESA,1,VINHO DE MESA,SINTETICO,1992,163248419
1-2,VINHO DE MESA,2,Tinto,ANALITICO,1992,118638894
1-3,VINHO DE MESA,3,Branco,ANALITICO,1992,25446255
1-4,VINHO DE MESA,4,Rosado,ANALITICO,1992,19163270
5-5,VINHO FINO DE MESA (VINÍFERA),5,VINHO FINO DE MESA (VINÍFERA),SINTETICO,1992,52612778
5-6,VINHO FINO DE MESA (VINÍFERA),6,Tinto,ANALITICO,1992,13449911
5-7,VINHO FINO DE MESA (VINÍFERA),7,Branco,ANALITICO,1992,38856367
5-8,VINHO FINO DE MESA (VINÍFERA),8,Rosado,ANALITICO,1992,306500
9-9,SUCO,9,SUCO,SINTETICO,1992,10797624
9-10,SUCO,10,Suco de uva integral,ANALITICO,1992,4033698
9-11,SUCO,11,Suco de uva concentrado,ANALITICO,1992,6763926
9-12,SUCO,12,Suco de uva adoçado,ANALITICO,1992,0
9-13,SUCO,13,Suco de uva orgânico,ANALITICO,1992,0
9-14,SUCO,14,Suco de uva reconstituído,ANALITICO,1992,0
15-15,DERIVADOS,15,DERIVADOS,SINTETICO,1992,29469940
15-16,DERIVADOS,16,Espumante,ANALITICO,1992,11000
15-17,DERIVADOS,17,Espumante moscatel,ANALITICO,1992,0
15-18,DERIVADOS,18,Base espumante,ANALITICO,1992,0
15-19,DERIVADOS,19,Base espumante moscatel,ANALITICO,1992,0
15-20,DERIVADOS,20,Base Champenoise champanha,ANALITICO,1992,0
15-21,DERIVADOS,21,Base Charmat champanha,ANALITICO,1992,0
15-22,DERIVADOS,22,Bebida de uva,ANALITICO,1992,0
15-23,DERIVADOS,23,Polpa de uva,ANALITICO,1992,0
15-24,DERIVADOS,24,Mosto simples,ANALITICO,1992,27491540
15-25,DERIVADOS,25,Mosto concentrado,ANALITICO,1992,288900
15-26,DERIVADOS,26,Mosto de uva com bagaço,ANALITICO,1992,0
15-27,DERIVADOS,27,Mosto dessulfitado,ANALITICO,1992,0
15-28,DERIVADOS,28,Mistelas,ANALITICO,1992,0
15-29,DERIVADOS,29,Néctar de uva,ANALITICO,1992,0
15-30,DERIVADOS,30,Licorosos,ANALITICO,1992,7800
15-31,DERIVADOS,31,Compostos,ANALITICO,1992,0
15-32,DERIVADOS,32,Jeropiga,ANALITICO,1992,60000
15-33,DERIVADOS,33,Filtrado,ANALITICO,1992,11000
15-34,DERIVADOS,34,Frisante,ANALITICO,1992,0
15-35,DERIVADOS,35,Vinho leve,ANALITICO,1992,144500
15-36,DERIVADOS,36,Vinho licoroso,ANALITICO,1992,0
15-37,DERIVADOS,37,Brandy,ANALITICO,1992,0
15-38,DERIVADOS,38,Destilado,ANALITICO,1992,0
15-39,DERIVADOS,39,Bagaceira,ANALITICO,1992,10000
15-40,DERIVADOS,40,Licor de bagaceira,ANALITICO,1992,0
15-41,DERIVADOS,41,Vinagre,ANALITICO,1992,45000
15-42,DERIVADOS,42,Borra líquida,ANALITICO,1992,1400200
15-43,DERIVADOS,43,Borra seca,ANALITICO,1992,0
15-44,DERIVADOS,44,Vinho Composto,ANALITICO,1992,0
